OID_,Field1,ID2,lat,long,el,OR_MapunitRaster_10m,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey,Valu1_OBJECTID,Valu1_aws0_5,Valu1_aws5_20,Valu1_aws20_50,Valu1_aws50_100,Valu1_aws100_150,Valu1_aws150_999,Valu1_aws0_20,Valu1_aws0_30,Valu1_aws0_100,Valu1_aws0_150,Valu1_aws0_999,Valu1_tk0_5a,Valu1_tk5_20a,Valu1_tk20_50a,Valu1_tk50_100a,Valu1_tk100_150a,Valu1_tk150_999a,Valu1_tk0_20a,Valu1_tk0_30a,Valu1_tk0_100a,Valu1_tk0_150a,Valu1_tk0_999a,Valu1_musumcpcta,Valu1_soc0_5,Valu1_soc5_20,Valu1_soc20_50,Valu1_soc50_100,Valu1_soc100_150,Valu1_soc150_999,Valu1_soc0_20,Valu1_soc0_30,Valu1_soc0_100,Valu1_soc0_150,Valu1_soc0_999,Valu1_tk0_5s,Valu1_tk5_20s,Valu1_tk20_50s,Valu1_tk50_100s,Valu1_tk100_150s,Valu1_tk150_999s,Valu1_tk0_20s,Valu1_tk0_30s,Valu1_tk0_100s,Valu1_tk0_150s,Valu1_tk0_999s,Valu1_musumcpcts,Valu1_nccpi3corn,Valu1_nccpi3soy,Valu1_nccpi3cot,Valu1_nccpi3sg,Valu1_nccpi3all,Valu1_pctearthmc,Valu1_rootznemc,Valu1_rootznaws,Valu1_droughty,Valu1_pwsl1pomu,Valu1_musumcpct,Valu1_mukey,coecoclass_OBJECTID,coecoclass_ecoclasstypename,coecoclass_ecoclassref,coecoclass_ecoclassid,coecoclass_ecoclassname,coecoclass_cokey,coecoclass_coecoclasskey
350,863,85694678,47.674019999999999,-122.298424999999995,.,,3064837.0000000,,3064837,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3064837,,,10,,McKenna,Series,No ,,,0.0000000,1.0000000,5.0000000,30,61,91,,3,38,7,,,,,Yes,Poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.1600000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Moderate,High,"Loamy-skeletal, mixed, superactive, nonacid, mesic Humic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Humic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064837,21113657,,3.2300000,7.3699999,11.2100000,11.8999996,5.7500000,0.0600000,10.6099997,14.7399998,33.7200012,39.4700012,39.5299988,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.2000000,8.0000000,12.0000000,40.0000000,60.0000000,61.2000008,40,1262.0000000,2347.0000000,1443.0000000,1187.0000000,768.0000000,130.0000000,3610.0000000,4225.0000000,6240.0000000,7008.0000000,7138.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.0000000,8.0000000,12.0000000,40.0000000,60.0000000,61.0000000,40,0.0900000,0.0540000,0.0000000,0.0870000,0.0900000,15,89,68,1,10,100,3064837,,NRCS Forestland Site,Ecological Site Description Database,F002XA007WA,Puget Lowlands Wet Forest,21113657,7290542
351,876,86341189,46.731155000000001,-117.174278333299995,.,,68512.0000000,,68512,,2vz54,"Caldwell silt loam, 0 to 3 percent slopes",,2.0000000,2.2000000,,61,61,Occasional,Occasional,0,5.1500001,10.3199997,19.5599995,26.9300003,Somewhat poorly drained,Somewhat poorly drained,C,,100,3,92,Very limited,Very limited,Not limited,Very limited,Very limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Poor,Fair,Somewhat limited,0.2670000,Slight,5,0.9730000,68512,,,3,,Thatuna,Series,No ,,,3.0000000,5.0000000,10.0000000,84,107,107,,5,48,6,,Crop cover,Other grass/herbaceous cover,,No,Moderately well drained,640.0000000,790.0000000,840.0000000,300,0,70,"loess hills, plateaus",,0.1600000,,7.0000000,9.0000000,9.0000000,430,535,610,,,,110,125,135,3,e,,,,,,,,1100,1300,1500,,,,,,,,,,,,,,,High,0,0,0,,,,C,Low,High,"Fine-silty, mixed, superactive, mesic Oxyaquic Argixerolls",Mollisols,Xerolls,Argixerolls,Oxyaquic Argixerolls,fine-silty,not used,superactive,not used,mesic,Oxyaquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,68512,20806553,,10.3000002,30.8999996,61.9500008,92.4700012,73.6699982,6.7700000,41.2099991,61.8600006,195.6199951,269.2999878,276.0599976,5.0000000,15.0000000,30.0000000,49.5200005,49.0000000,4.5100002,20.0000000,30.0000000,99.5199966,148.5200043,153.0299988,100,1923.0000000,5735.0000000,9469.0000000,8054.0000000,936.0000000,59.0000000,7657.0000000,11114.0000000,25180.0000000,26117.0000000,26175.0000000,5.0000000,15.0000000,30.0000000,50.0000000,49.0000000,5.0000000,20.0000000,30.0000000,100.0000000,149.0000000,153.0000000,100,0.4060000,0.5790000,0.0010000,0.4010000,0.5790000,85,150,275,0,5,100,68512,,NRCS Rangeland Site,Ecological Site Description Database,R009XY103WA,COOL LOAMY  16-24 PZ,20806553,7136432
352,877,86350419,47.634078032100000,-122.299166430599996,.,,3064837.0000000,,3064837,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3064837,,,10,,McKenna,Series,No ,,,0.0000000,1.0000000,5.0000000,30,61,91,,3,38,7,,,,,Yes,Poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.1600000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Moderate,High,"Loamy-skeletal, mixed, superactive, nonacid, mesic Humic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Humic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064837,21113657,,3.2300000,7.3699999,11.2100000,11.8999996,5.7500000,0.0600000,10.6099997,14.7399998,33.7200012,39.4700012,39.5299988,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.2000000,8.0000000,12.0000000,40.0000000,60.0000000,61.2000008,40,1262.0000000,2347.0000000,1443.0000000,1187.0000000,768.0000000,130.0000000,3610.0000000,4225.0000000,6240.0000000,7008.0000000,7138.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.0000000,8.0000000,12.0000000,40.0000000,60.0000000,61.0000000,40,0.0900000,0.0540000,0.0000000,0.0870000,0.0900000,15,89,68,1,10,100,3064837,,NRCS Forestland Site,Ecological Site Description Database,F002XA007WA,Puget Lowlands Wet Forest,21113657,7290542
353,879,86443651,47.081034776800003,-122.781337698599998,.,,2454707.2500000,,2454707,,129,Water,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,2454707,,,100,,Water,Miscellaneous area,Yes,,,,,,,,,,,,,,,,,Unranked,,,,,,,,alluvial cones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2454707,21078103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,999,100,2454707,,,,,,,
354,895,86994138,47.729603333299998,-122.556388333300006,.,,74210.0000000,,74210,,39,"Poulsbo gravelly sandy loam, 0 to 6 percent slopes",,3.0000000,3.0000000,,53,,None,None,5,3.0000000,6.0000000,7.3200002,7.3200002,Moderately well drained,Moderately well drained,B/D,,100,4,95,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Fair,Not rated,Somewhat limited,0.1090000,Slight,5,1.0000000,74210,,,95,,Poulsbo,Series,Yes,,,0.0000000,3.0000000,6.0000000,,,,,3,86,4,,,,,No,Moderately well drained,0.0000000,120.0000000,150.0000000,180,0,180,"moraines, terraces",,0.3000000,,10.0000000,10.0000000,10.0000000,889,889,889,,,,210,210,210,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B/D,High,High,"Coarse-loamy, isotic, mesic Vitrandic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Vitrandic Dystroxerepts,coarse-loamy,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74210,21008979,,5.6999998,17.1000004,34.2000008,12.5400000,0.0000000,0.0000000,22.7999992,34.2000008,69.5400009,69.5400009,69.5400009,4.7500000,14.2500000,28.5000000,47.5000000,47.5000000,1.9000000,19.0000000,28.5000000,95.0000000,142.5000000,144.3999939,95,1911.0000000,1445.0000000,2890.0000000,1513.0000000,581.0000000,23.0000000,3356.0000000,4320.0000000,7760.0000000,8341.0000000,8364.0000000,5.0000000,14.0000000,29.0000000,48.0000000,48.0000000,2.0000000,19.0000000,29.0000000,95.0000000,143.0000000,144.0000000,95,0.3600000,0.2300000,0.0010000,0.4100000,0.4100000,95,61,73,1,5,100,74210,,NRCS Forestland Site,Ecological Site Description Database,F002XA004WA,Puget Lowlands Forest,21008979,7226186
355,898,87621560,47.304580000000001,-122.516153333299997,.,,3227031.0000000,,3227031,,988,"Urban land, 0 to 5 percent slopes",,3.0000000,3.2000000,,,,,,0,1.9299999,3.6800001,5.4000001,5.4000001,,,,,100,8,90,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0290000,Not rated,0,1.0000000,3227031,,,90,,Urban land,Miscellaneous area,Yes,,,0.0000000,3.0000000,5.0000000,30,61,91,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,3227031,21372913,,0.4000000,1.1799999,2.0999999,1.7200000,0.0000000,,1.5800000,2.2800000,5.4000001,5.4000001,5.4000001,0.5000000,1.5000000,3.0000000,5.0000000,5.0000000,,2.0000000,3.0000000,10.0000000,15.0000000,15.0000000,10,159.0000000,433.0000000,313.0000000,268.0000000,48.0000000,,592.0000000,696.0000000,1172.0000000,1220.0000000,1220.0000000,1.0000000,2.0000000,3.0000000,5.0000000,5.0000000,,2.0000000,3.0000000,10.0000000,15.0000000,15.0000000,10,,,,,,0,,,,,100,3227031,,,,,,,
356,899,87625497,47.372446666700000,-122.255203333300003,.,,1389446.0000000,,1389446,,Py,Puyallup fine sandy loam,,1.0000000,1.0000000,,137,137,Occasional,Occasional,0,3.5000000,7.0000000,13.0200005,16.5200005,Well drained,Well drained,A,3,75,3,75,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Somewhat limited,0.0020000,Slight,16,1.0000000,1389446,,,75,,Puyallup,Series,Yes,,,0.0000000,1.0000000,2.0000000,,,,,3,134,2,,,,,No,Well drained,0.0000000,60.0000000,250.0000000,180,0,180,"flood plains, terraces",,0.0900000,,10.0000000,10.0000000,10.0000000,889,1207,1524,,,,170,185,200,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,High,"Coarse-loamy over sandy or sandy-skeletal, isotic over mixed, mesic Vitrandic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Vitrandic Haploxerolls,coarse-loamy over sandy or sandy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,1389446,20797336,,5.2500000,15.7500000,31.5000000,45.1500015,26.2500000,1.0500000,21.0000000,31.5000000,97.6500015,123.9000015,124.9499969,3.7500000,11.2500000,22.5000000,37.5000000,37.5000000,1.5000000,15.0000000,22.5000000,75.0000000,112.5000000,114.0000000,75,1631.0000000,4894.0000000,3263.0000000,4294.0000000,1352.0000000,54.0000000,6526.0000000,7613.0000000,14082.0000000,15434.0000000,15488.0000000,4.0000000,11.0000000,23.0000000,38.0000000,38.0000000,2.0000000,15.0000000,23.0000000,75.0000000,113.0000000,114.0000000,75,0.7210000,0.5920000,0.0010000,0.7250000,0.7250000,75,150,165,0,16,100,1389446,,NRCS Forestland Site,Ecological Site Description Database,F002XA008WA,Puget Lowlands Riparian Forest,20797336,7133318
357,901,87733728,47.620486666700003,-122.330086666699998,.,,3064831.0000000,,3064831,,989,"Urban land, 5 to 20 percent slopes",,15.0000000,15.0000000,,,,,,0,1.9299999,3.6800001,5.4000001,5.4000001,,,,,100,8,90,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0290000,Not rated,0,1.0000000,3064831,,,5,,Alderwood,Series,No ,,,5.0000000,15.0000000,20.0000000,30,61,91,,3,56,5,,,,,No,Moderately well drained,5.0000000,120.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.4400000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064831,21113651,,0.4000000,1.1799999,2.0999999,1.7200000,0.0000000,,1.5800000,2.2800000,5.4000001,5.4000001,5.4000001,0.5000000,1.5000000,3.0000000,5.0000000,5.0000000,,2.0000000,3.0000000,10.0000000,15.0000000,15.0000000,10,159.0000000,433.0000000,313.0000000,268.0000000,48.0000000,,592.0000000,696.0000000,1172.0000000,1220.0000000,1220.0000000,1.0000000,2.0000000,3.0000000,5.0000000,5.0000000,,2.0000000,3.0000000,10.0000000,15.0000000,15.0000000,10,,,,,,0,,,,,100,3064831,,NRCS Forestland Site,Ecological Site Description Database,F002XA004WA,Puget Lowlands Forest,21113651,7290530
358,904,87949492,47.462636666700000,-123.857820000000004,.,,78326.0000000,,78326,,666M9,"Mudcreek-Kalaloch complex, 5 to 35 percent slopes",,20.0000000,20.0000000,,51,79,None,None,0,6.1599998,11.3400002,17.3199997,17.5000000,Moderately well drained,Moderately well drained,C/D,,100,6,85,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Somewhat limited,0.5000000,Severe,0,1.0000000,78326,,,4,,unnamed,Taxon above family,No ,,somewhat poorly drained,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,78326,20810453,,12.7500000,30.6900005,52.9799995,50.8400002,1.5000000,0.0600000,43.4399986,61.2400017,147.2599945,148.7599945,148.8200073,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,1.7000000,17.0000000,25.5000000,85.0000000,127.5000000,129.1999969,85,2233.0000000,4031.0000000,5734.0000000,4164.0000000,2122.0000000,85.0000000,6264.0000000,8345.0000000,16162.0000000,18284.0000000,18369.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,2.0000000,17.0000000,26.0000000,85.0000000,128.0000000,129.0000000,85,0.3310000,0.2090000,0.0010000,0.3100000,0.3310000,85,92,175,0,,100,78326,,,,,,,
359,905,88061558,47.477428333299997,-122.097869500000002,.,,1389407.0000000,,1389407,,AgC,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",,10.0000000,9.1999998,,65,,None,None,5,2.7300000,5.0000000,8.1099997,8.6599998,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0950000,Moderate,5,1.0000000,1389407,,,85,,Alderwood,Series,Yes,,,8.0000000,10.0000000,15.0000000,21,37,40,,3,56,5,,,,,No,Moderately well drained,15.0000000,130.0000000,245.0000000,180,0,180,"hills, plains, ridges",,0.2300000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,160,200,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,1389407,20797138,,6.6399999,16.0599995,27.2600002,31.1200008,5.5500002,0.1800000,22.7099991,31.8799992,81.0999985,86.6399994,86.8199997,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,0.3000000,20.0000000,30.0000000,100.0000000,150.0000000,150.3000031,100,2690.0000000,6921.0000000,4279.0000000,4103.0000000,839.0000000,9.0000000,9611.0000000,11071.0000000,17992.0000000,18831.0000000,18840.0000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,0.0000000,20.0000000,30.0000000,100.0000000,150.0000000,150.0000000,100,0.4310000,0.2730000,0.0010000,0.4520000,0.4520000,85,89,68,1,5,100,1389407,,NRCS Forestland Site,Ecological Site Description Database,F002XA004WA,Puget Lowlands Forest,20797138,7133230
360,906,88182512,48.801860922300001,-122.198241502000002,.,,75123.0000000,,75123,,6,"Barneston gravelly ashy loam, 0 to 8 percent slopes",,4.0000000,3.9000001,,,,,,5,3.8000000,6.4000001,7.2600002,8.1199999,Somewhat excessively drained,Somewhat excessively drained,A,,100,4,85,Not limited,Not limited,Not limited,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Not limited,Fair,Not rated,Not limited,0.0560000,Slight,5,1.0000000,75123,,,5,,Nargar,Series,No ,,,0.0000000,4.0000000,8.0000000,30,55,91,,,,,,,,,No,Well drained,25.0000000,125.0000000,425.0000000,180,0,180,"outwash plains, terraces",,,,8.0000000,9.0000000,10.0000000,1200,1500,2000,,,,180,200,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashy over sandy or sandy-skeletal, mixed, mesic Andic Haplorthods",Spodosols,Orthods,Haplorthods,Andic Haplorthods,ashy over sandy or sandy-skeletal,,,,mesic,,,,,,,,,,N/A,N/A,,,,,75123,21089598,,9.0799999,19.8400002,28.6800003,7.7500000,7.7500000,0.3100000,28.9099998,39.1899986,65.3300018,73.0800018,73.3899994,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,1.8000000,18.0000000,27.0000000,90.0000000,135.0000000,136.8000031,90,2833.0000000,1597.0000000,961.0000000,624.0000000,379.0000000,15.0000000,4430.0000000,4807.0000000,6015.0000000,6394.0000000,6409.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,2.0000000,18.0000000,27.0000000,90.0000000,135.0000000,137.0000000,90,0.3020000,0.1460000,0.0010000,0.4410000,0.4410000,85,147,66,1,5,100,75123,,,,,,,
361,908,88343303,48.780053177399999,-122.182358466099998,.,,75084.0000000,,75084,,24,"Chuckanut loam, 3 to 8 percent slopes",,6.0000000,5.8000002,,,,None,None,0,5.7500000,9.7500000,16.5799999,23.0799999,Well drained,Well drained,B,,100,2,90,Not limited,Not limited,Not limited,Not rated,Somewhat limited,Not rated,Not rated,Somewhat limited,Somewhat limited,Not limited,Fair,Not rated,Somewhat limited,0.0120000,Moderate,4,0.1770000,75084,,,90,,Chuckanut,Series,Yes,,,3.0000000,6.0000000,8.0000000,,,,,5,134,2,,,,,No,Well drained,76.0000000,107.0000000,137.0000000,68,180,293,"foothills, hillslopes",,0.2300000,,8.0000000,9.0000000,10.0000000,889,1016,1143,,,,160,180,200,2,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Ashy over loamy, amorphic over isotic, mesic Typic Vitrixerands",Andisols,Xerands,Vitrixerands,Typic Vitrixerands,ashy over loamy,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,75084,21088971,,10.3500004,31.0499992,46.3499985,61.4700012,58.5000000,2.3399999,41.4000015,58.9500008,149.2200012,207.7200012,210.0599976,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,1.8000000,18.0000000,27.0000000,90.0000000,135.0000000,136.8000031,90,1113.0000000,3338.0000000,4284.0000000,2825.0000000,1832.0000000,73.0000000,4451.0000000,6198.0000000,11560.0000000,13392.0000000,13465.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,2.0000000,18.0000000,27.0000000,90.0000000,135.0000000,137.0000000,90,0.7640000,0.6010000,0.0010000,0.7460000,0.7640000,90,150,231,0,4,100,75084,,NRCS Forestland Site,Ecological Site Description Database,F002XA005WA,Puget Lowlands Moist Forest,21088971,7261893
362,909,88449289,48.680938351800002,-122.277359962500000,.,,75070.0000000,,75070,,185,"Wickersham channery silt loam, 0 to 8 percent slopes",,4.0000000,4.0000000,,,,None,None,0,5.0000000,9.6000004,12.0200005,14.0200005,Well drained,Well drained,B,3,90,3,90,Not limited,Not limited,Not limited,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Not limited,Fair,Not rated,Somewhat limited,0.0010000,Slight,0,1.0000000,75070,,,90,,Wickersham,Series,Yes,,,0.0000000,4.0000000,8.0000000,,,,,3,56,5,,,,,No,Well drained,79.0000000,91.0000000,107.0000000,180,0,180,"alluvial fans, terraces, valleys",,0.2300000,,9.0000000,10.0000000,10.0000000,1397,1651,1905,,,,170,170,170,3,s,,3,s,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Vitrandic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Vitrandic Dystroxerepts,coarse-loamy over sandy or sandy-skeletal,,superactive,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,75070,21088814,,9.0000000,27.0000000,50.4000015,21.7800007,18.0000000,0.7200000,36.0000000,54.0000000,108.1800003,126.1800003,126.9000015,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,1.8000000,18.0000000,27.0000000,90.0000000,135.0000000,136.8000031,90,1386.0000000,4158.0000000,4622.0000000,810.0000000,566.0000000,23.0000000,5544.0000000,8316.0000000,10976.0000000,11542.0000000,11565.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,2.0000000,18.0000000,27.0000000,90.0000000,135.0000000,137.0000000,90,0.6660000,0.4420000,0.0010000,0.5750000,0.6660000,90,150,140,1,,100,75070,,NRCS Forestland Site,Ecological Site Description Database,F002XA005WA,Puget Lowlands Moist Forest,21088814,7261870
363,913,88744515,47.152441666700000,-121.681794999999994,.,,74177.0000000,,74177,,285,Water,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,74177,,,100,,Water,Miscellaneous area,Yes,,,,,,,,,,,,,,,,,No,,,,,,,,alluvial cones,,0.2300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,74177,20811018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,999,100,74177,,,,,,,
364,914,88771264,48.853703085699998,-121.794906668400003,.,,2511961.0000000,,2511961,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,2511961,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2511961,20814888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,100,2511961,,,,,,,
